"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","UserLanguage","Consent","dem_state","Pre_state_conf_1","Pre_national_conf_1","cov_trust_federal_1","cov_trust_state_1","cov_2016_accu","cov_2020_accu","dem_birthyear","dem_gender","dem_gender_6_TEXT","dem_child","bipart_intro_time_First.Click","bipart_intro_time_Last.Click","bipart_intro_time_Page.Submit","bipart_intro_time_Click.Count","bipartisan_time_First.Click","bipartisan_time_Last.Click","bipartisan_time_Page.Submit","bipartisan_time_Click.Count","RL_perc_intro_time_First.Click","RL_perc_intro_time_Last.Click","RL_perc_intro_time_Page.Submit","RL_perc_intro_time_Click.Count","RL_perc_time_First.Click","RL_perc_time_Last.Click","RL_perc_time_Page.Submit","RL_perc_time_Click.Count","Handcount_intro_time_First.Click","Handcount_intro_time_Last.Click","Handcount_intro_time_Page.Submit","Handcount_intro_time_Click.Count","Handcount_time_First.Click","Handcount_time_Last.Click","Handcount_time_Page.Submit","Handcount_time_Click.Count","Loser_intro_time_First.Click","Loser_intro_time_Last.Click","Loser_intro_time_Page.Submit","Loser_intro_time_Click.Count","Loser_time_First.Click","Loser_time_Last.Click","Loser_time_Page.Submit","Loser_time_Click.Count","Soup_intro_time_First.Click","Soup_intro_time_Last.Click","Soup_intro_time_Page.Submit","Soup_intro_time_Click.Count","Soup_time_First.Click","Soup_time_Last.Click","Soup_time_Page.Submit","Soup_time_Click.Count","Local_intro_time_First.Click","Local_intro_time_Last.Click","Local_intro_time_Page.Submit","Local_intro_time_Click.Count","Local_time_First.Click","Local_time_Last.Click","Local_time_Page.Submit","Local_time_Click.Count","control_time_First.Click","control_time_Last.Click","control_time_Page.Submit","control_time_Click.Count","Post_state_conf_1","Post_national_conf_1","SecEffect_1","attentioncheck","cov_voting_impt_1","cov_vote_2020","cov_vote_who_2020","cov_vote_who_2020_5_TEXT","dem_edu","dem_party","dem_party_4_TEXT","dem_libcon","dem_race","dem_race_6_TEXT","dem_income","comments","rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","Treatment_group"
"5/4/2021 5:50","5/4/2021 5:57","IP Address","217.180.240.214","100","374","5/4/2021 5:57","R_2QmMY50JFzJufRL","44.07940674","-93.21880341","EN","YES","Minnesotta","6","5","3","3","Yes","No","1962","Male","","No","","","","","","","","","0","0","52.705","0","0","0","27.003","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","2","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","nope","60913517-a2b5-f053-8e15-e4c99436ab92","59","1","12","1","1","3","4","2","55060","RL_percentage"
"5/4/2021 5:52","5/4/2021 5:57","IP Address","172.58.121.58","100","246","5/4/2021 5:57","R_31p9sIjssJtNm85","42.42610168","-83.25140381","EN","YES","Pennsylvania","10","10","1","4","Yes","Yes","1975","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.373","32.885","34.702","4","19.04","19.04","20.059","1","","","","","","","","","","","","","9","9","4","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","No","60913588-3b24-80d9-67ec-02078c688e62","45","2","7","1","1","4","9","1","16501","Soup"
"5/4/2021 5:53","5/4/2021 5:57","IP Address","104.231.211.148","100","206","5/4/2021 5:57","R_0rKwLsL1VhDhdrH","43.11659241","-87.99040222","EN","YES","Wisconsin","6","5","3","3","No","Yes","1974","Female","","No","2.001","6.053","11.457","5","1.03","13.135","13.829","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","3","Red,Green","2","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Black or African American (non-Hispanic)","","$30,000-$39,999","","609135d0-6717-756a-2bbf-5d446e6a1b0e","47","2","5","2","1","2","1","2","53218","Bipartisan"
"5/4/2021 5:51","5/4/2021 5:57","IP Address","173.91.87.235","100","356","5/4/2021 5:57","R_3dS2AL5H8Xupa3B","41.98959351","-80.31780243","EN","YES","Pennsylvania","5","5","3","3","Yes","No","1971","Male","","No","","","","","","","","","4.848","6.302","16.943","8","15.458","17.416","19.538","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","3","Red,Green","3","No, I did not vote for reasons outside of my control","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Prefer not to say","none","60913540-5c73-6ed8-0252-101307f78fd5","49","1","7","1","1","2","9","1","16423","RL_percentage"
"5/4/2021 5:55","5/4/2021 5:57","IP Address","96.227.230.114","100","112","5/4/2021 5:57","R_12RbpZRycjcvDPQ","40.20700073","-75.07440186","EN","YES","Pennsylvania","8","10","5","5","Yes","Yes","1978","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.271","6.545","11.067","2","6.617","13.083","14.174","5","","","","","10","10","5","Blue","","","","","","","","","","","","","609135d6-acdc-d384-a836-a0771d57b12c","43","2","4","1","14","3","10","1","19067","Local"
"5/4/2021 5:52","5/4/2021 5:57","IP Address","99.82.221.222","100","296","5/4/2021 5:57","R_2wmfCql3F5DqyNW","29.48460388","-82.87650299","EN","YES","Florida","4","4","3","3","No","No","1965","Female","","Yes","3.291","22.166","24.674","8","3.284","39.976","41.921","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","3","Green","","","","","","","","","","","","","6091354d-f9f9-5f27-b1c0-285da94509c2","55","2","1","1","1","2","5","3","32626","Bipartisan"
"5/4/2021 5:53","5/4/2021 5:57","IP Address","107.220.215.147","100","229","5/4/2021 5:57","R_1CEI7zPA60m1Bmk","39.52720642","-119.9129028","EN","YES","Nevada","9","4","4","5","Yes","Yes","1957","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","2.921","14.79","23.339","6","1.859","1.859","14.14","1","","","","","","","","","","","","","","","","","","","","","9","4","4","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","609135b5-14f4-0108-7521-b1cb1a29a2e8","63","2","18","1","1","7","1","4","89523","Loser"
"5/4/2021 5:52","5/4/2021 5:57","IP Address","107.77.220.37","100","265","5/4/2021 5:57","R_28zFhTjr5NAq94b","30.17460632","-97.82029724","EN","YES","Texas","9","9","4","1","Yes","Yes","1974","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","2.722","29.149","30.266","11","2.477","18.493","20.299","4","","","","","","","","","","","","","","","","","","","","","9","9","5","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","","609135a3-0bdc-9a93-b289-a40386e721f6","46","1","24","1","1","5","2","3","77388","Loser"
"5/4/2021 5:51","5/4/2021 5:57","IP Address","97.100.88.152","100","350","5/4/2021 5:57","R_3O30HOlxAu2xOVZ","28.30560303","-81.41970062","EN","YES","Florida","1","1","1","2","No","No","1958","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.151","0","0","0","18.317","0","","","","","4","4","1","Red,Green","1","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic),Latino or Hispanic","","$50,000-$74,999","","609134fd-6554-065d-2e7d-ad3d916b1558","63","1","9","1","15","2","7","3","34741","Local"
"5/4/2021 5:55","5/4/2021 5:57","IP Address","75.50.56.77","100","141","5/4/2021 5:57","R_1KvC3PaAohrFcSL","34.06260681","-118.3945999","EN","YES","California","10","10","5","5","Yes","No","1980","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30.573","0","0","0","26.21","0","","","","","","","","","","","","","","","","","","","","","10","10","5","Red","","","","","","","","","","","","","60913611-6163-51f2-532c-cf560492f1bf","40","1","20","1","1","7","1","4","92399","Loser"
"5/4/2021 5:52","5/4/2021 5:57","IP Address","174.253.66.79","100","299","5/4/2021 5:57","R_z1h4gcSmv44WEFP","41.88830566","-87.76129913","EN","YES","Illinois","10","10","4","4","No","Yes","1960","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.37","32.736","34.064","9","4.238","5.579","6.443","2","","","","","","","","","","","","","10","10","5","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","No thank you","60913508-ebc4-6590-df1b-508d9df9446b","60","2","1","1","1","2","4","2","61354","Soup"
"5/4/2021 5:54","5/4/2021 5:57","IP Address","68.133.63.47","100","178","5/4/2021 5:57","R_31orv0wJ56aTg0f","42.76029968","-78.7539978","EN","YES","New York","9","9","4","4","Yes","Yes","2000","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.993","9.159","10.291","3","9","9","4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","No","609135eb-ec5d-b446-a858-cec2aab2a3d7","19","2","4","1","1","2","1","1","14126","Control"
"5/4/2021 5:51","5/4/2021 5:57","IP Address","172.58.99.253","100","363","5/4/2021 5:57","R_29mpY90wHZjdlXk","29.71330261","-95.48040009","EN","YES","Minnesotta","10","10","3","4","Yes","Yes","1948","Female","","Yes","8.945","40.294","49.111","3","24.594","24.594","25.859","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","2","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","","6091351c-b5c0-e5cd-4950-fede791dfebc","72","2","8","1","1","6","2","2","55407","Bipartisan"
"5/4/2021 5:52","5/4/2021 5:57","IP Address","170.76.161.100","100","290","5/4/2021 5:57","R_3dGnKQ2CSLKsCaM","36.59629822","-94.75630188","EN","YES","Oklahoma","6","2","1","3","Yes","No","1956","Male","","Yes","","","","","","","","","1.478","66.88","69.174","10","5.349","17.823","18.778","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","3","Red,Green","1","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","","6091353e-380e-94d5-9d8f-93ee9d389e0d","64","1","3","1","1","2","2","3","74350","RL_percentage"
"5/4/2021 5:51","5/4/2021 5:57","IP Address","97.96.93.174","100","374","5/4/2021 5:57","R_UDtvfbDsQt734vD","27.96110535","-81.93979645","EN","YES","Florida","9","10","4","4","Yes","Yes","1978","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.358","45.12","46.645","6","14.367","21.783","29.086","3","","","","","9","8","4","Red,Green","4","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","","609134e3-69aa-7c55-c764-7508b346c8e0","42","2","7","1","1","5","3","3","33811","Local"
"5/4/2021 5:52","5/4/2021 5:57","IP Address","73.44.89.240","100","308","5/4/2021 5:57","R_2S32OCqaT4GFCKl","42.1177063","-88.26280212","EN","YES","Illinois","9","8","4","5","No","No","1942","Female","","No","2.806","22.995","25.56","3","2.756","10.301","11.368","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","9","2","Red,Green","1","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$150,000 or more","","60913563-537e-9b42-cbeb-7cca27c4750a","77","2","23","1","1","2","4","2","60142","Bipartisan"
"5/4/2021 5:54","5/4/2021 5:57","IP Address","76.123.83.70","100","180","5/4/2021 5:57","R_2wSMEDQhT0p51zp","26.88600159","-82.27069855","EN","YES","Florida","7","6","2","3","No","No","1965","Female","","Yes","","","","","","","","","","","","","","","","","0","0","24.123","0","0","0","11.903","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5","3","Red,Green","2","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","","60913600-2e60-03c5-554e-2cd4b8808a8f","54","2","19","1","1","2","5","3","33947","Handcount"
"5/4/2021 5:55","5/4/2021 5:57","IP Address","69.117.100.62","100","157","5/4/2021 5:57","R_1rArJWCc66kkYo6","40.91239929","-74.41130066","EN","YES","New Jersey","8","7","3","3","Yes","Yes","1990","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10.539","0","8","7","1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","6091362f-567c-35bc-af99-f4cc24da0e35","30","1","16","1","1","6","4","1","7442","Control"
"5/4/2021 5:46","5/4/2021 5:58","IP Address","76.211.118.12","100","665","5/4/2021 5:58","R_2OHjtRC1Yal0ioj","35.71780396","-78.84279633","EN","YES","North Carolina","4","4","1","1","No","No","1974","Female","","Yes","","","","","","","","","0.901","13.143","14.038","9","7.759","7.759","12.536","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2","Blue","","","","","","","","","","","","","6091343e-8f21-d2a6-0c23-c75649394666","46","2","19","1","1","5","10","3","27519","RL_percentage"
"5/4/2021 5:54","5/4/2021 5:58","IP Address","174.248.227.48","100","209","5/4/2021 5:58","R_3MAPa5ejDgXgswj","41.11560059","-95.9375","EN","YES","Nebraska","10","10","4","3","Yes","Yes","1968","Male","","No","","","","","","","","","","","","","","","","","6.543","9.947","19.255","4","4.014","5.748","11.918","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","10","4","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","Good survey ","609135cd-817d-0310-9237-acced74e9700","53","1","7","1","1","4","1","2","68516","Handcount"
"5/4/2021 5:43","5/4/2021 5:58","IP Address","45.51.246.214","100","886","5/4/2021 5:58","R_3CSYLHRknRULRMv","34.60380554","-118.2294998","EN","YES","California","8","8","4","4","Yes","No","1986","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","307.317","0","6","7","4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Republican","","Strong Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","6091316e-1653-e681-b7bb-23db4af0a6d7","34","1","21","1","2","6","10","4","93551","Control"
"5/4/2021 5:53","5/4/2021 5:58","IP Address","74.83.250.4","100","266","5/4/2021 5:58","R_1rpH9vJ5rg58HPa","38.78460693","-84.84919739","EN","YES","Kentucky","7","7","1","2","No","No","1987","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.219","25.871","27.22","4","9.467","9.467","15.757","1","","","","","","","","","","","","","7","7","1","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","No","60913556-81d6-461d-0167-71611cbb4783","33","2","8","1","1","4","4","3","41095","Soup"
"5/4/2021 5:55","5/4/2021 5:58","IP Address","108.87.86.164","100","185","5/4/2021 5:58","R_2U3BpyhNriZ26mI","38.22129822","-85.73960114","EN","YES","Kentucky","9","9","3","4","Yes","Yes","1966","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20.409","0","0","0","13.205","0","","","","","9","9","2","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Republican","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","6091362d-96d5-5d3d-b6a0-b06a6b9e3913","54","2","15","1","1","6","9","3","40217","Local"
"5/4/2021 5:48","5/4/2021 5:58","IP Address","166.181.85.174","100","610","5/4/2021 5:58","R_1rcAVWa71wnmVuA","41.60150146","-93.61270142","EN","YES","West Virgina","6","6","1","1","Yes","No","1975","Female","","Yes","","","","","","","","","5.808","11.412","16.622","2","17.726","17.726","40.64","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","Red,Green","2","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Less than $10,000","N","60913449-a01f-8e4f-5279-31cf9257c611","46","2","2","1","1","2","4","3","26205","RL_percentage"
"5/4/2021 5:53","5/4/2021 5:58","IP Address","98.10.41.93","100","263","5/4/2021 5:58","R_33jB93JHF7segts","43.08009338","-77.63420105","EN","YES","New York","10","10","3","3","Yes","Yes","1948","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.632","32.885","34.501","4","13.354","13.354","15.639","1","","","","","10","10","1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","No","6091359c-0c24-8b12-bda4-e0c44147d329","72","2","20","1","1","7","1","1","14618","Local"
"5/4/2021 5:50","5/4/2021 5:58","IP Address","73.206.140.42","100","467","5/4/2021 5:58","R_qRb7fQbICfWnwPf","29.7223053","-95.62850189","EN","YES","Texas","10","9","4","5","Yes","Yes","1983","Female","","Yes","","","","","","","","","0","0","14.995","0","0","0","23.65","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","5","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Conservative","Black or African American (non-Hispanic)","","Less than $10,000","no i don't","60913513-6931-3b92-6902-03f6434da84e","37","2","1","2","1","2","1","3","77072","RL_percentage"
"5/4/2021 5:53","5/4/2021 5:58","IP Address","108.28.67.100","100","315","5/4/2021 5:58","R_21hwrweYSiQXTO2","39.01570129","-77.00849915","EN","YES","Maryland","10","8","4","5","Yes","Yes","1943","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","2.261","35.268","36.215","15","3.433","19.805","20.59","6","","","","","","","","","","","","","","","","","","","","","10","9","4","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","","60913567-f4b2-3581-a88e-ffa03dc26306","78","2","6","1","1","7","1","3","20901","Loser"
"5/4/2021 5:54","5/4/2021 5:58","IP Address","71.233.95.184","100","242","5/4/2021 5:58","R_OiZztrHD2klEryV","42.37249756","-71.18139648","EN","YES","Massachusetts","8","7","2","4","No","No","1957","Male","","No","","","","","","","","","","","","","","","","","0","0","27.964","0","0","0","14.469","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8","3","Red,Green","2","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","Cool survey","609135bc-a7fe-2a24-45b9-ad85fa4b6901","63","1","19","1","1","6","2","1","2472","Handcount"
"5/4/2021 5:55","5/4/2021 5:58","IP Address","172.58.32.49","100","180","5/4/2021 5:58","R_3DnCIHHFZmFx2SE","37.62269592","-120.9981995","EN","YES","California","10","10","1","1","No","No","1970","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.429","9.591","11.292","8","1.174","19.584","22.153","5","","","","","3","3","1","Blue","","","","","","","","","","","","","609135e9-8004-c4dc-7002-d9982b0f43db","50","2","1","5","1","2","7","4","95376","Local"
"5/4/2021 5:50","5/4/2021 5:58","IP Address","72.224.133.34","100","447","5/4/2021 5:58","R_3pgnQPpbwRtFJr5","42.81149292","-73.86489868","EN","YES","New York","8","7","4","4","No","Yes","2000","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","0.749","9.122","10.859","6","1.026","7.671","10.874","2","","","","","","","","","","","","","","","","","","","","","7","8","4","Red,Green","4","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","No","60913538-1f6d-ab9e-248e-fbe112685805","18","2","4","1","1","2","9","1","12308","Loser"
"5/4/2021 5:54","5/4/2021 5:58","IP Address","184.88.213.83","100","219","5/4/2021 5:58","R_2QLCUq7QY0NwdOh","29.28660583","-81.0868988","EN","YES","Florida","9","9","4","2","Yes","Yes","1949","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","1.777","29.433","30.055","7","10.544","13.78","15.74","2","","","","","","","","","","","","","","","","","","","","","10","10","3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","609135db-33ab-23f2-c495-17e3ef9405d1","71","1","17","1","11","6","1","3","32174","Loser"
"5/4/2021 5:53","5/4/2021 5:58","IP Address","67.4.97.155","100","332","5/4/2021 5:58","R_2S93vTMMUzYAnwB","45.12800598","-93.45860291","EN","YES","Minnesotta","8","5","3","3","Yes","No","1962","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.961","14.961","37.77","1","0","0","14.138","0","","","","","8","7","4","Red,Green","5","Yes, I voted","Donald Trump","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","I truly consider myself an Independent/Moderate.  I have voted for Dems in the past; would have done so back in 2018 if I had received better responses from Senator/Rep!!","609135a7-6e62-713d-8a28-4f7595af70cf","58","2","20","1","1","5","5","2","55322","Local"
"5/4/2021 5:55","5/4/2021 5:58","IP Address","38.125.94.207","100","179","5/4/2021 5:58","R_3HHuhB6dDC8ItDk","37.75100708","-97.8219986","EN","YES","California","8","7","3","4","No","Yes","1984","Male","","Yes","0","0","11.621","0","0","0","14.555","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8","4","White","","","","","","","","","","","","","609135e2-fda7-a2d8-8257-b87192721a2c","36","1","19","1","1","6","2","4","95207","Bipartisan"
"5/4/2021 5:56","5/4/2021 5:58","IP Address","73.7.31.202","100","142","5/4/2021 5:58","R_2sYpfz04d5K4tFq","33.87800598","-83.89230347","EN","YES","Florida","8","9","2","2","Yes","Yes","2001","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.758","12.026","12.049","6","7","8","4","Red,Green","2","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Black or African American (non-Hispanic)","","$30,000-$39,999","","6091363b-7e5a-731b-8509-1e0d8ece76df","21","2","5","2","1","4","1","3","%252b32159","Control"
"5/4/2021 5:56","5/4/2021 5:58","IP Address","3.235.94.169","100","123","5/4/2021 5:58","R_ssSTojaXVXaswfL","39.0480957","-77.47280121","EN","YES","Ohio","3","3","2","2","Yes","Yes","1957","Female","","No","1.135","11.683","14.277","3","8.614","10.255","11.164","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2","White","","","","","","","","","","","","","60913652-5a7c-a449-b0e6-984b52660b4c","63","2","1","1","1","1","1","2","43613","Bipartisan"
"5/4/2021 5:39","5/4/2021 5:58","IP Address","68.116.136.29","100","1140","5/4/2021 5:58","R_a9IkGC9mYWW2X0R","32.53089905","-97.31340027","EN","YES","Florida","8","8","4","4","Yes","Yes","1988","Female","","Yes","0.812","11.956","12.989","13","0.88","9.297","44.674","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","4","White,Black,Red","","","","","","","","","","","","","60913269-f301-e996-0b7f-eedcb22b96e9","32","2","21","1","1","7","1","3","34690","Bipartisan"
"5/4/2021 5:56","5/4/2021 5:58","IP Address","72.89.85.117","100","156","5/4/2021 5:58","R_1oIpfToMJ1SgOmI","40.72790527","-73.51180267","EN","YES","New York","10","9","4","4","Yes","Yes","1969","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.158","6.517","7.279","4","0.973","3.282","11.667","3","","","","","","","","","","","","","9","9","4","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","","60913668-0723-d852-6110-8118e41afc33","51","2","12","1","1","5","1","1","11756","Soup"
"5/4/2021 5:52","5/4/2021 5:58","IP Address","67.45.113.16","100","374","5/4/2021 5:59","R_DGHjcRjWK3lsOcN","37.75100708","-97.8219986","EN","YES","North Carolina","4","3","2","1","No","Yes","1958","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","26.048","0","0","0","15.577","0","","","","","","","","","","","","","4","3","1","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","no, thanks","60913578-98b4-07d1-6d49-67de6382ac55","62","1","3","1","1","8","1","3","28376","Soup"
"5/4/2021 5:55","5/4/2021 5:59","IP Address","67.4.71.180","100","241","5/4/2021 5:59","R_3nPnTQCC28BheUL","45.12800598","-93.45860291","EN","YES","Minnesotta","10","9","2","4","Yes","Yes","1959","Female","","No","0","0","30.258","0","0","0","13.905","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","3","Red,Green","4","No, I did not vote because I chose not to","","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","60913621-9318-c870-d259-92f8238e6d5d","61","2","17","1","1","5","4","2","55369","Bipartisan"
"5/4/2021 5:52","5/4/2021 5:59","IP Address","107.77.226.145","100","384","5/4/2021 5:59","R_1QAXklHfF3OCKzo","40.80000305","-73.9763031","EN","YES","Connecticut","7","7","4","4","No","Yes","1978","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.827","15.67","16.923","2","7","7","3","Red,Green","1","Yes, I voted","Jo Jorgensen","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate Liberal","Latino or Hispanic","","Less than $10,000","No","609135a5-5f03-63be-c445-c0d3074e6dda","42","1","4","15","5","2","4","1","6902","Control"
"5/4/2021 5:56","5/4/2021 5:59","IP Address","174.192.131.218","100","178","5/4/2021 5:59","R_2wi3sRWERBAsYv7","42.16430664","-88.31240082","EN","YES","Wisconsin","7","6","3","2","Yes","No","1987","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","3.284","11.722","22.745","5","10.034","12.947","18.173","2","","","","","","","","","","","","","","","","","","","","","8","8","4","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","60913669-d35e-b8ed-36a3-518d9727b70b","34","2","14","1","1","6","10","2","53704","Loser"
