"duration_sec","consent","state","dv_pre_state_conf","dv_pre_national_conf","trust_federal","trust_state","accuracy_2016","accuracy_2020","birthyear","gender","gender_text","parent","msg_time","intro_time","dv_post_state_conf","dv_post_national_conf","seceffect","attentioncheck","voting_impt","vote_2020","vote_who_2020","vote_who_2020_text","edu","party","party_text","libcon","race","race_text","income","political_party","treatment_group","dummy_treat","attention_pass","gender_female","parent_yes","race_hispanic","edu_4college","edu_hs","race_white","race_black","race_asian","age","income_clean","income_num","treatment_group_num","dv_state_treatment_diff","dv_national_treatment_diff","always_believer","never_believer"
194,"YES","Ohio",7,6,"4","4","No","No","1975","Male","","No",12.2,12.954,6,6,"4","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","RL_percentage",1,1,"0","0","0","0","0","1","0","0",46,"$50,000-$74,999","6",7,-1,0,"0","1"
432,"YES","Pennsylvania",6,5,"2","2","Yes","Yes","2000","Female","","No",37.977,51.96,6,6,"2","Red,Green","2","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","RL_percentage",1,1,"1","0","0","0","0","1","0","0",21,"$50,000-$74,999","6",7,0,1,"1","0"
207,"YES","New York",7,7,"4","4","Yes","No","1964","Female","","Yes",11.461,NA,8,8,"2","Red,Green","1","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Latino or Hispanic","","$50,000-$74,999","10","Control",0,1,"1","1","1","0","0","0","0","0",57,"$50,000-$74,999","6",3,1,1,"0","0"
155,"YES","North Carolina",10,10,"4","4","Yes","Yes","1994","Female","","No",14.376,12.783,10,10,"5","Blue","","","","","","","","","","","","2","Local",1,0,"1","0","0","0","0","0","0","0",27,NA,NA,5,0,0,"1","0"
181,"YES","Nevada",2,2,"2","2","Yes","No","1975","Male","","No",18.218,10.896,2,2,"1","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Loser",1,1,"0","0","0","0","0","1","0","0",46,"$75,000-$99,999","7",6,0,0,"0","0"
242,"YES","New Jersey",3,3,"2","2","No","No","1960","Male","","No",13.379,15.985,4,4,"2","Red,Green","1","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","10","Loser",1,1,"0","0","0","0","0","1","0","0",61,"$150,000","9",6,1,1,"0","1"
106,"YES","Georgia",9,7,"3","3","Yes","Yes","1952","Male","","Yes",11.596,13.341,8,8,"3","Blue","","","","","","","","","","","","9","Loser",1,0,"0","1","0","0","0","0","0","0",69,NA,NA,6,-1,1,"1","0"
180,"YES","Nevada",9,9,"3","4","Yes","Yes","1952","Male","","No",16.55,NA,9,9,"2","Red,Green","1","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","5","Control",0,1,"0","0","0","0","0","1","0","0",69,"$150,000","9",3,0,0,"1","0"
491,"YES","Texas",5,5,"3","3","Yes","Yes","1980","Male","","Yes",26.094,11.2,5,5,"3","Green,Blue","","","","","","","","","","","","10","Local",1,0,"0","1","0","0","0","0","0","0",41,NA,NA,5,0,0,"1","0"
181,"YES","Maryland",8,8,"4","5","Yes","Yes","1981","Male","","Yes",13.801,12.996,8,9,"4","White","","","","","","","","","","","","1","Loser",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,6,0,1,"1","0"
163,"YES","New Jersey",10,5,"2","5","Yes","Yes","1995","Male","","No",11.527,16.247,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Asian/Pacific Islander","","$20,000-$29,999","1","Bipartisan",1,1,"0","0","0","0","0","0","0","1",26,"$20,000-$29,999","3",2,0,5,"1","0"
296,"YES","Iowa",5,5,"3","3","Yes","No","1986","Female","","Yes",11.715,15.481,5,5,"3","Red,Green","5","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$40,000-$49,999","4","Bipartisan",1,1,"1","1","0","0","1","1","0","0",35,"$40,000-$49,999","5",2,0,0,"0","0"
123,"YES","Wisconsin",4,3,"1","1","Yes","No","1956","Male","","Yes",11.168,11.294,4,3,"1","Blue","","","","","","","","","","","","10","Local",1,0,"0","1","0","0","0","0","0","0",65,NA,NA,5,0,0,"0","0"
233,"YES","Arizona",8,8,"4","4","No","Yes","1980","Male","","Yes",18.83,32.232,7,6,"4","Red,Green","2","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","1","Handcount",1,1,"0","1","0","0","0","1","0","0",41,"$150,000","9",4,-1,-2,"0","0"
250,"YES","Texas",6,2,"2","3","Yes","No","1961","Male","","Yes",18.191,NA,6,2,"3","Red,Green","1","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Strong Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","9","Control",0,1,"0","1","0","0","1","1","0","0",60,"$75,000-$99,999","7",3,0,0,"0","0"
188,"YES","Georgia",2,2,"3","3","Yes","No","1980","Female","","Yes",15.118,NA,3,3,"1","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","9","Control",0,1,"1","1","0","0","0","1","0","0",41,"$100,000-$149,999","8",3,1,1,"0","0"
280,"YES","Indiana",7,6,"2","2","Yes","No","1965","Female","","Yes",17.463,NA,7,6,"1","Red,Green","1","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","9","Control",0,1,"1","1","0","0","1","1","0","0",56,"$75,000-$99,999","7",3,0,0,"0","0"
218,"YES","Connecticut",9,8,"4","4","Yes","Yes","1971","Male","","No",14.078,19.032,9,9,"4","Red,Green","4","No, I did not vote for reasons outside of my control","","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$10,000-$19,999","2","Soup",1,1,"0","0","0","0","0","1","0","0",50,"$10,000-$19,999","2",8,0,1,"1","0"
151,"YES","Virginia",10,10,"3","2","Yes","Yes","1956","Female","","No",11.597,13.745,10,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Black or African American (non-Hispanic),Caucasian/White (non-Hispanic),Latino or Hispanic","","$50,000-$74,999","1","Handcount",1,1,"1","0","1","0","0","1","1","0",65,"$50,000-$74,999","6",4,0,0,"1","0"
441,"YES","Illinois",10,8,"5","4","Yes","Yes","1937","Male","","No",13.815,20.143,10,6,"1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Handcount",1,1,"0","0","0","0","0","1","0","0",84,"$40,000-$49,999","5",4,0,-2,"1","0"
175,"YES","Michigan",9,1,"1","3","Yes","No","1977","Male","","Yes",16.499,14.457,5,5,"4","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","9","RL_percentage",1,1,"0","1","0","0","0","1","0","0",44,"$100,000-$149,999","8",7,-4,4,"0","0"
152,"YES","Tennessee",9,9,"4","4","Yes","Yes","1979","Male","","Yes",14.37,38.539,8,8,"4","Green","","","","","","","","","","","","1","Local",1,0,"0","1","0","0","0","0","0","0",42,NA,NA,5,-1,-1,"1","0"
196,"YES","New Hampshir",9,7,"3","4","Yes","Yes","1992","Female","","No",11.229,14.74,10,8,"3","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Handcount",1,1,"1","0","0","0","0","1","0","0",29,"$100,000-$149,999","8",4,1,1,"1","0"
295,"YES","Virginia",7,5,"3","4","Yes","No","1953","Female","","Yes",12.609,23.938,7,7,"3","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","5","Local",1,1,"1","1","0","0","0","1","0","0",68,"$50,000-$74,999","6",5,0,2,"0","0"
338,"YES","Ohio",6,7,"2","3","Yes","No","1954","Female","","Yes",11.852,41.488,9,9,"5","Red,Green","1","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","9","Bipartisan",1,1,"1","1","0","0","1","1","0","0",67,"$30,000-$39,999","4",2,3,2,"0","0"
127,"YES","Kansas",9,9,"2","2","Yes","Yes","1986","Male","","Yes",10.737,12.791,9,9,"4","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Loser",1,1,"0","1","0","0","1","1","0","0",35,"$50,000-$74,999","6",6,0,0,"1","0"
249,"YES","Pennsylvania",8,7,"3","3","Yes","No","1948","Female","","No",12.72,21.447,7,7,"4","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","2","Loser",1,1,"1","0","0","0","0","1","0","0",73,"$20,000-$29,999","3",6,-1,0,"0","0"
422,"YES","Tennessee",10,1,"2","4","Yes","No","1962","Male","","No",20.055,NA,10,1,"1","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Control",0,1,"0","0","0","0","0","1","0","0",59,"$40,000-$49,999","5",3,0,0,"0","0"
150,"YES","Ohio",10,10,"3","3","Yes","Yes","1980","Female","","Yes",11.698,21.187,10,10,"4","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Strong Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","3","Local",1,1,"1","1","0","0","0","1","0","0",41,"$75,000-$99,999","7",5,0,0,"1","0"
114,"YES","New Jersey",5,5,"3","3","No","No","1986","Male","","No",8.9,7.435,5,5,"3","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","Prefer not to say","7","Soup",1,1,"0","0","0","0","1","1","0","0",35,NA,NA,8,0,0,"0","1"
188,"YES","Indiana",8,7,"2","4","Yes","Yes","1979","Male","","No",13.997,29.087,9,7,"3","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","9","Local",1,1,"0","0","0","0","0","1","0","0",42,"$10,000-$19,999","2",5,1,0,"1","0"
137,"YES","Texas",6,1,"2","3","Yes","No","1965","Female","","Yes",11.559,12.017,6,1,"1","Red,Green","1","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$100,000-$149,999","4","RL_percentage",1,1,"1","1","0","0","1","1","0","0",56,"$100,000-$149,999","8",7,0,0,"0","0"
225,"YES","North Carolina",5,5,"3","3","No","No","1944","Female","","Yes",11.136,52.389,5,5,"2","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Loser",1,1,"1","1","0","0","0","1","0","0",77,"$10,000-$19,999","2",6,0,0,"0","1"
222,"YES","New Mexico",7,8,"4","4","No","Yes","1979","Male","","Yes",11.064,13.361,10,7,"4","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic),Latino or Hispanic","","$40,000-$49,999","1","Handcount",1,1,"0","1","1","0","0","1","0","0",42,"$40,000-$49,999","5",4,3,-1,"0","0"
225,"YES","Indiana",6,5,"2","2","Yes","No","1981","Female","","Yes",12.057,24.775,7,7,"3","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","9","Soup",1,1,"1","1","0","0","0","1","0","0",40,"$100,000-$149,999","8",8,1,2,"0","0"
315,"YES","Wisconsin",9,9,"4","4","Yes","Yes","1975","Female","","Yes",39.199,32.124,9,9,"4","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","1","Handcount",1,1,"1","1","0","0","0","1","0","0",46,"$40,000-$49,999","5",4,0,0,"1","0"
184,"YES","Florida",9,9,"4","4","Yes","Yes","1970","Male","","No",11.353,20.417,10,10,"3","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$10,000-$19,999","9","Bipartisan",1,1,"0","0","0","0","1","1","0","0",51,"$10,000-$19,999","2",2,1,1,"1","0"
500,"YES","Louisiana",9,8,"4","4","Yes","Yes","1950","Male","","Yes",29.937,50.303,9,9,"2","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","Soup",1,1,"0","1","0","0","0","1","0","0",71,"$75,000-$99,999","7",8,0,1,"1","0"
190,"YES","Pennsylvania",10,9,"4","4","Yes","Yes","1959","Female","","No",17.186,21.852,10,9,"3","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Soup",1,1,"1","0","0","0","0","1","0","0",62,"$50,000-$74,999","6",8,0,0,"1","0"
121,"YES","Rhode Island",10,10,"4","4","Yes","Yes","1953","Male","","Yes",11.529,NA,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Control",0,1,"0","1","0","0","0","1","0","0",68,"$100,000-$149,999","8",3,0,0,"1","0"
113,"YES","Georgia",10,10,"3","5","Yes","Yes","1981","Male","","Yes",6.8,11.46,10,10,"5","White","","","","","","","","","","","","1","Soup",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,8,0,0,"1","0"
170,"YES","Ohio",2,2,"2","2","No","No","1990","Female","","Yes",31.998,11.512,3,2,"3","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","4","RL_percentage",1,1,"1","1","0","0","0","1","0","0",31,"$50,000-$74,999","6",7,1,0,"0","1"
103,"YES","Virginia",8,9,"4","4","Yes","Yes","2000","Male","","No",13.156,12.491,9,7,"3","Blue","","","","","","","","","","","","1","RL_percentage",1,0,"0","0","0","0","0","0","0","0",21,NA,NA,7,1,-2,"1","0"
281,"YES","Michigan",1,1,"1","1","Yes","No","1970","Female","","No",12.538,11.576,1,1,"1","Red,Green","2","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Other Party","nunya","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Prefer not to say","7","Handcount",1,1,"1","0","0","0","0","1","0","0",51,NA,NA,4,0,0,"0","0"
189,"YES","Connecticut",10,10,"4","4","Yes","No","1958","Female","","Yes",11.939,29.295,10,10,"5","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","10","Local",1,1,"1","1","0","0","0","1","0","0",63,"$100,000-$149,999","8",5,0,0,"0","0"
137,"YES","Ohio",5,4,"2","3","Yes","No","1987","Female","","Yes",11.793,24.147,5,4,"3","Red","","","","","","","","","","","","10","Bipartisan",1,0,"1","1","0","0","0","0","0","0",34,NA,NA,2,0,0,"0","0"
147,"YES","Florida",9,9,"4","4","Yes","Yes","1976","Male","","No",11.691,16.198,8,8,"4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","RL_percentage",1,1,"0","0","0","0","0","1","0","0",45,"$50,000-$74,999","6",7,-1,-1,"1","0"
437,"YES","Wisconsin",6,6,"1","4","Yes","Yes","1997","Female","","No",11.127,NA,6,6,"1","Red,Green","2","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Control",0,1,"1","0","0","0","0","1","0","0",24,"$100,000-$149,999","8",3,0,0,"1","0"
436,"YES","Missouri",5,5,"3","3","No","No","1990","Male","","No",11.533,11.614,5,5,"3","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","Prefer not to say","4","RL_percentage",1,1,"0","0","0","0","1","1","0","0",31,NA,NA,7,0,0,"0","1"
307,"YES","Ohio",7,3,"1","2","No","No","1977","Female","","Yes",10.037,NA,3,2,"1","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Less than $10,000","3","Control",0,1,"1","1","0","0","0","1","0","0",44,"$0-$10,000","1",3,-4,-1,"0","1"
97,"YES","Louisiana",4,5,"2","2","No","No","1951","Female","","Yes",8.952,NA,4,6,"2","White","","","","","","","","","","","","3","Control",0,0,"1","1","0","0","0","0","0","0",70,NA,NA,3,0,1,"0","1"
177,"YES","Florida",8,6,"3","4","No","No","1953","Male","","Yes",31.811,22.056,8,6,"4","Blue","","","","","","","","","","","","10","Handcount",1,0,"0","1","0","0","0","0","0","0",68,NA,NA,4,0,0,"0","1"
199,"YES","Pennsylvania",3,3,"2","2","No","No","1968","Female","","Yes",13.33,14.964,6,6,"3","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","10","Loser",1,1,"1","1","0","0","0","1","0","0",53,"$150,000","9",6,3,3,"0","1"
249,"YES","New York",7,7,"3","3","Yes","Yes","1990","Female","","Yes",14.962,11.404,6,5,"2","White","","","","","","","","","","","","3","Local",1,0,"1","1","0","0","0","0","0","0",31,NA,NA,5,-1,-2,"1","0"
298,"YES","Virginia",5,5,"3","3","Yes","No","1978","Female","","Yes",23.314,45.21,5,5,"1","Red,Green","2","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Loser",1,1,"1","1","0","0","0","1","0","0",43,"$40,000-$49,999","5",6,0,0,"0","0"
392,"YES","New York",9,9,"4","4","Yes","Yes","1963","Female","","Yes",13.157,12.417,9,9,"4","Red,Green","4","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","1","Bipartisan",1,1,"1","1","0","0","0","1","0","0",58,"$40,000-$49,999","5",2,0,0,"1","0"
127,"YES","Michigan",7,7,"3","2","Yes","Yes","1972","Female","","Yes",10.787,19.284,7,7,"1","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","9","Loser",1,1,"1","1","0","0","0","1","0","0",49,"$75,000-$99,999","7",6,0,0,"1","0"
189,"YES","Pennsylvania",9,7,"3","4","Yes","Yes","1969","Female","","Yes",11.318,18.464,8,9,"4","Red,Green","2","Yes, I voted","Joe Biden","","4-year college degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","Prefer not to say","9","Local",1,1,"1","1","0","0","0","1","0","0",52,NA,NA,5,-1,2,"1","0"
133,"YES","Wisconsin",10,10,"2","2","Yes","Yes","1982","Female","","No",12.728,11.247,10,10,"2","Black","","","","","","","","","","","","1","Soup",1,0,"1","0","0","0","0","0","0","0",39,NA,NA,8,0,0,"1","0"
314,"YES","New York",7,7,"4","4","No","No","1995","Male","","No",12.552,13.614,6,7,"4","Red,Green","2","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","RL_percentage",1,1,"0","0","0","0","0","1","0","0",26,"$50,000-$74,999","6",7,-1,0,"0","1"
143,"YES","Tennessee",10,10,"2","2","Yes","Yes","1958","Male","","Yes",10.901,11.2,10,8,"5","Red,Green","4","Yes, I voted","Donald Trump","","Did not graduate from high school","Republican","","Strong Liberal","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Local",1,1,"0","1","0","0","0","1","0","0",63,"$10,000-$19,999","2",5,0,-2,"1","0"
194,"YES","New Jersey",10,10,"5","5","Yes","Yes","1975","Male","","Yes",16.482,11.775,9,9,"5","White,Red","","","","","","","","","","","","1","RL_percentage",1,0,"0","1","0","0","0","0","0","0",46,NA,NA,7,-1,-1,"1","0"
67,"YES","Texas",8,8,"4","4","No","No","1971","Female","","No",5.811,7.09,8,9,"4","Red","","","","","","","","","","","","9","Soup",1,0,"1","0","0","0","0","0","0","0",50,NA,NA,8,0,1,"0","1"
336,"YES","New York",8,7,"2","2","Yes","Yes","1984","Male","","No",16.034,36.546,9,8,"4","Red,Green","2","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Strong Liberal","Native American or Aleut","","$10,000-$19,999","3","Bipartisan",1,1,"0","0","0","0","1","0","0","0",37,"$10,000-$19,999","2",2,1,1,"1","0"
179,"YES","Kansas",10,10,"3","4","No","Yes","1961","Female","","No",12.658,22.47,10,10,"2","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","Handcount",1,1,"1","0","0","0","0","1","0","0",60,"$75,000-$99,999","7",4,0,0,"0","0"
148,"YES","North Carolina",10,9,"3","4","No","Yes","1986","Female","","No",12.064,13.321,9,8,"5","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","Less than $10,000","1","RL_percentage",1,1,"1","0","0","0","1","1","0","0",35,"$0-$10,000","1",7,-1,-1,"0","0"
286,"YES","Florida",8,1,"1","4","Yes","No","1965","Female","","Yes",11.283,21.947,8,1,"1","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","Prefer not to say","10","Bipartisan",1,1,"1","1","0","0","0","1","0","0",56,NA,NA,2,0,0,"0","0"
378,"YES","Ohio",9,9,"4","4","Yes","Yes","1992","Female","","Yes",36.537,61.526,10,9,"3","Red,Green","1","No, I did not vote for reasons outside of my control","","","4-year college degree","Independent","","Moderate Liberal","Middle Eastern","","Prefer not to say","2","Soup",1,1,"1","1","0","0","0","0","0","0",29,NA,NA,8,1,0,"1","0"
230,"YES","Texas",10,10,"2","4","Yes","Yes","1957","Male","","Yes",12.201,36.231,10,9,"4","Red,Green","1","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Local",1,1,"0","1","0","0","1","1","0","0",64,"$50,000-$74,999","6",5,0,-1,"1","0"
131,"YES","California",10,10,"5","4","Yes","Yes","1957","Male","","No",17.596,16.874,10,10,"5","Blue","","","","","","","","","","","","1","Loser",1,0,"0","0","0","0","0","0","0","0",64,NA,NA,6,0,0,"1","0"
12158,"YES","Minnesotta",9,9,"4","4","Yes","Yes","1968","Female","","No",11.833,230.11,9,9,"3","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$150,000 or more","4","Soup",1,1,"1","0","0","0","0","1","0","0",53,"$150,000","9",8,0,0,"1","0"
297,"YES","Ohio",7,6,"4","4","Yes","No","1957","Female","","Yes",14.637,NA,8,8,"4","Red,Green","5","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","10","Control",0,1,"1","1","0","0","0","1","0","0",64,"$150,000","9",3,1,2,"0","0"
156,"YES","Florida",4,3,"3","1","Yes","Yes","1974","Female","","Yes",13.396,NA,1,3,"3","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Control",0,1,"1","1","0","0","0","1","0","0",47,"$100,000-$149,999","8",3,-3,0,"1","0"
266,"YES","Arizona",9,9,"3","1","Yes","Yes","1960","Male","","No",13.478,32.03,9,9,"2","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Strong Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","3","Loser",1,1,"0","0","0","0","0","1","0","0",61,"$75,000-$99,999","7",6,0,0,"1","0"
249,"YES","Wyoming",10,9,"4","3","Yes","Yes","1980","Female","","No",39.241,35.099,9,9,"3","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Loser",1,1,"1","0","0","0","0","1","0","0",41,"$50,000-$74,999","6",6,-1,0,"1","0"
249,"YES","New York",10,8,"4","3","Yes","Yes","1978","Male","","Yes",12.288,19.075,8,8,"2","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Local",1,1,"0","1","0","0","0","1","0","0",43,"$75,000-$99,999","7",5,-2,0,"1","0"
104,"YES","Pennsylvania",8,8,"4","4","Yes","Yes","1994","Male","","No",14.557,11.564,8,6,"4","Blue","","","","","","","","","","","","9","Handcount",1,0,"0","0","0","0","0","0","0","0",27,NA,NA,4,0,-2,"1","0"
307,"YES","New Jersey",7,2,"3","3","Yes","No","1962","Female","","No",14.883,29.172,4,2,"4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Local",1,1,"1","0","0","0","0","1","0","0",59,"$40,000-$49,999","5",5,-3,0,"0","0"
147,"YES","Alabama",9,9,"5","5","Yes","Yes","1985","Male","","Yes",6.248,8.559,9,10,"5","White,Red,Green","","","","","","","","","","","","1","Soup",1,0,"0","1","0","0","0","0","0","0",36,NA,NA,8,0,1,"1","0"
269,"YES","Virginia",9,5,"3","3","Yes","No","1983","Female","","Yes",13.102,39.354,9,9,"3","Red,Green","4","No, I did not vote for reasons outside of my control","","","Some college, but no degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Handcount",1,1,"1","1","0","0","0","1","0","0",38,"$100,000-$149,999","8",4,0,4,"0","0"
297,"YES","Texas",5,6,"3","3","No","Yes","1965","Female","","Yes",19.775,15.381,4,4,"3","Red,Green","3","No, I did not vote for reasons outside of my control","","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Haven't thought much about it","Black or African American (non-Hispanic)","","Less than $10,000","1","Local",1,1,"1","1","0","0","1","0","1","0",56,"$0-$10,000","1",5,-1,-2,"0","0"
